Oct2019_seq_number	X12S_Oct2019_LSC.B.1.S22.L001	X12S_Oct2019_PP.B.1.S4.L001	X12S_Oct2019_PedRF.B.1.S13.L001	taxonomy	taxonomy_confidence	accessions
forward_12S_Oct2019_1594	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Hexagrammidae;genus:Oxylebius;species:Oxylebius pictus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:99.3333333333;genus:99.3333333333;species:99.3333333333;	KM057978.1;LC104539.1;LC091897.1;LC091896.1;LC091898.1;KM057996.1;AB972145.1;KM057961.1;LC091933.1;LC036950.1;LC036966.1;LC036969.1;LC037125.1;LC385262.1;LC092002.1;AB938165.1;LC036954.1;KX118035.1;KM057953.1;LC036921.1;LC104553.1;LC036964.1;KM057980.1;LC036774.1;KX118012.1;LC278203.1;KX117977.1;KX117931.1;LC036772.1;KX118036.1;KX117981.1;EF427918.1;KX117943.1;KX117978.1;LC036770.1;LC036771.1;KX117925.1;LC069682.1;KX117930.1;KM057982.1;LC340109.1;KX118028.1;KX117934.1;KX117962.1;KX118007.1;KX117947.1;KX117988.1;KT004433.1;KX117963.1;KX117950.1;KX117964.1;KX118017.1;KX117967.1;KX117971.1;LC036971.1;LC036959.1;KM057986.1;LC277915.1;LC104555.1;NC_044782.1;LC278061.1;LC091997.1;AP003090.1;LC036961.1;LC036775.1;LC092011.1;LC499193.1;LC104559.1;KM057970.1;LC104558.1;LC104546.1;LC036776.1;LC092010.1;LC277917.1;KM057959.1;LC036934.1;LC037137.1;LC091995.1;LC277916.1;LC091996.1;LC104557.1;LC069677.1;LC036965.1;LC036962.1;LC104556.1;LC104560.1;LC278175.1;LC385122.1;LC278122.1;LC278123.1;LC036963.1;LC104548.1;KX156764.1;LC104554.1;KP682335.1;LC036949.1;AP017436.1;LC104538.1;AY372782.1;AB109301.1
forward_12S_Oct2019_1595	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Atheriniformes;family:Atherinopsidae;genus:Leuresthes;species:Leuresthes tenuis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:64.45;species:64.45;	MN181432.1;NC_044649.1;GQ352654.1;KF791036.1;GQ352653.1;GQ352652.1;GQ352655.1;GQ352656.1
forward_12S_Oct2019_1596	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Atheriniformes;family:Atherinopsidae;genus:Leuresthes;species:Leuresthes tenuis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:87.119047619;species:87.119047619;	NC_044649.1;MN181432.1;GQ352654.1;GQ352655.1;GQ352652.1;KF791036.1;GQ352653.1;GQ352656.1;GQ352659.1;AB370894.1;GQ352658.1;GQ352657.1;GQ352651.1;LC069577.1;JQ707030.1;FJ616317.1;JQ707036.1;LC069578.1;FJ616298.1;LC069660.1;LC104613.1;JQ707032.1;FJ616316.1;LC499303.1;JN935818.1;MH248184.1;AB972266.1;MH248248.1;LC021294.1;FJ616319.1;MK100717.1;LC021301.1;AY098623.1;FJ616311.1;LC026669.1;LC026668.1;LC021297.1;LC340067.1;EU715412.1;EU715413.1;LC492367.1;LC091840.1;LC091836.1;LC278014.1;KF374974.1;LC021098.1;LC021103.1;LC278013.1;LC193140.1;AP002930.1;LC091839.1;LC421667.1;AB969954.1;AP002931.1;KM368340.1;LC458230.1
forward_12S_Oct2019_1597	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Atheriniformes;family:Atherinopsidae;genus:Leuresthes;species:Leuresthes tenuis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:69.65;species:69.65;	NC_044649.1;MN181432.1;GQ352654.1;GQ352656.1;GQ352655.1;KF791036.1;GQ352653.1;GQ352652.1
forward_12S_Oct2019_1598	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Atheriniformes;family:Atherinopsidae;genus:Leuresthes;species:Leuresthes tenuis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:66.8;species:66.8;	NC_044649.1;MN181432.1;GQ352655.1;GQ352653.1;GQ352654.1;KF791036.1;GQ352656.1;GQ352652.1
forward_12S_Oct2019_1599	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Atheriniformes;family:Atherinopsidae;genus:Leuresthes;species:Leuresthes tenuis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:74.35;species:74.35;	MN181432.1;NC_044649.1;GQ352656.1;GQ352654.1;GQ352652.1;GQ352655.1;KF791036.1;GQ352653.1
forward_12S_Oct2019_1600	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Atheriniformes;family:Atherinopsidae;genus:Leuresthes;species:Leuresthes tenuis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:64.85;species:64.85;	MN181432.1;NC_044649.1;GQ352654.1;GQ352656.1;KF791036.1;GQ352652.1;GQ352653.1;GQ352655.1
forward_12S_Oct2019_1601	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Atheriniformes;family:Atherinopsidae;genus:Leuresthes;species:Leuresthes tenuis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:63.9;species:63.9;	NC_044649.1;MN181432.1;GQ352653.1;GQ352654.1;GQ352655.1;KF791036.1;GQ352652.1;GQ352656.1
forward_12S_Oct2019_1602	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Atheriniformes;family:Atherinopsidae;genus:Leuresthes;species:Leuresthes tenuis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:68.6;species:68.6;	KF791036.1;GQ352652.1;GQ352653.1;MN181432.1;NC_044649.1;GQ352655.1;GQ352659.1;AB370894.1;GQ352656.1;GQ352654.1
forward_12S_Oct2019_1603	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	AY279644.1;EU601226.1
forward_12S_Oct2019_1604	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	AY279644.1;EU601226.1;AB974611.1;LC499589.1;KY815247.1
forward_12S_Oct2019_1605	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:97.3333333333;species:97.3333333333;	KC136408.1;AP011062.1;LC037028.1;KC136485.1;LC037041.1;AP011063.1;KC136579.1;KC136496.1;KC136545.1;KC136406.1;KC136520.1;KC136394.1;KC136450.1;KC136427.1;KC136480.1;KC136500.1;LC458161.1;KC136488.1;KC136444.1;KC136368.1;KC136465.1;KC136378.1;KC136441.1;KC136512.1;KC136525.1;KC136407.1;KC136503.1;KC136463.1;KC136493.1;KC136508.1;KC136542.1;KC136413.1;LC037026.1;KC136380.1;LC037027.1;KC136386.1;KC136527.1;KC136470.1;KC136365.1;KC136504.1;KC136539.1;KC136540.1;KC136573.1;KC136451.1;KC136543.1;KC136478.1;KC136404.1;KC136428.1;KC136402.1;KC136456.1;KC136375.1;KC136568.1;KC136398.1;KC136570.1;KC136505.1;KC136382.1;KC136422.1;KC136474.1;KC136418.1;KC136531.1;KC136519.1;LC037025.1;KC136544.1;KC136452.1;KC136377.1;KC136499.1;KC136550.1;KC136362.1;KC136516.1;AP014538.1;KC136529.1;EF616891.1;KC136574.1;KC136476.1;KC136384.1;AY279561.1;KC136423.1;KC136466.1;KC136409.1;KC136558.1;EF616895.1;KC136521.1
forward_12S_Oct2019_1606	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Paralichthys;species:Paralichthys olivaceus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.6666666667;species:72.557967033;	AB000667.1;AB972103.1;AB028664.1;KU053334.1;KT896534.1;AF316018.1;AF316019.1;AF316017.1;AF316020.1;AF316024.1;AF316016.1;AF316021.1;AF316022.1;AF316023.1;AF316027.1;AF316031.1;AF316028.1;AF316029.1;AF316030.1;MH377823.1;MH377824.1
forward_12S_Oct2019_1607	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Clupeidae;genus:Sardinops;species:Sardinops sagax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC105798.1;LC105840.1;LC105885.1;LC105851.1;LC105970.1;LC105852.1;LC105775.1;LC091577.1;LC105914.1;LC105912.1;LC105956.1;LC105783.1;LC105945.1;LC105939.1;LC105742.1;LC105841.1;LC105890.1;LC105708.1;LC105953.1;LC105829.1;LC069399.1;LC105948.1;LC105745.1;LC105844.1;LC105968.1;LC105873.1;LC105826.1;LC105753.1;LC105882.1;LC105794.1;LC105746.1;LC105788.1;LC105967.1;LC105947.1;LC105833.1;LC105736.1;LC105784.1;LC105722.1;LC105932.1;LC105835.1;LC105849.1;LC105818.1;LC105803.1;LC105848.1;LC105877.1;LC105899.1;LC105933.1;LC105729.1;LC105760.1;LC105793.1;LC105986.1;LC105936.1;LC105931.1;LC105779.1;LC105846.1;LC105906.1;LC105924.1;LC105959.1;LC105898.1;LC105982.1;LC105905.1;AB032554.1;LC105703.1;LC105888.1;LC105960.1;LC105731.1;LC105879.1;LC105762.1;LC105895.1;LC105831.1;LC105748.1;LC105761.1;LC105716.1;LC105786.1;LC105752.1;LC105870.1;LC105952.1;LC105847.1;LC105725.1;LC105880.1;LC105776.1;LC105709.1;LC105894.1;LC105854.1;LC105714.1;LC105758.1;LC105900.1;LC105768.1;LC105972.1;LC105749.1;LC105785.1;LC105715.1;LC105800.1;LC105944.1;LC105811.1;LC105923.1;LC105804.1;LC105838.1;LC105789.1;LC105869.1
forward_12S_Oct2019_1608	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Clupeidae;genus:Sardinops;species:Sardinops sagax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:97.8333333333;species:97.8333333333;	LC500738.1;LC069399.1;LC069397.1;LC385054.1;LC091577.1;LC020933.1;LC091585.1;LC069398.1;AB032554.1;LC069396.1;MG570463.1;NC_037016.1;NC_037017.1;MG570462.1
forward_12S_Oct2019_1609	0	0	1	Unclassified		
forward_12S_Oct2019_1610	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Clupeidae;genus:Sardinops;species:Sardinops sagax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC069398.1;LC091585.1;LC069399.1;AB032554.1;LC500738.1;LC385054.1;LC069396.1;LC091577.1;LC069397.1;LC020933.1;NC_037016.1;MG570462.1;NC_037017.1;MG570463.1;AP009132.1;MG570434.1;MH377781.1;MH377780.1;MG570421.1;LC091584.1;HQ331537.1;LC091583.1;MG570440.1;KY769128.1;MG570439.1;AP009131.1;MG570422.1;LC105840.1;KP013088.1;LC105916.1;LC105862.1;LC105836.1;LC105818.1;LC105849.1;LC105927.1;LC105858.1;LC105807.1;LC105961.1;LC105826.1;LC105878.1;LC105953.1;LC105945.1;LC105970.1;LC105804.1;LC105823.1;LC105941.1;LC105880.1;LC105859.1;LC105951.1;LC105975.1;LC105909.1;LC105775.1;LC105860.1;LC105939.1;LC105779.1;LC105899.1;LC105742.1;LC105933.1;LC105782.1;LC105885.1;LC105711.1;LC105908.1;LC105787.1;LC105854.1;LC105735.1;LC105724.1;LC105768.1;LC105727.1;LC105853.1;LC105866.1;LC105746.1;LC105984.1;LC105937.1;LC105809.1;LC105922.1;LC105819.1;LC105838.1;LC105737.1;LC105808.1;LC105810.1;LC105722.1;LC105875.1;LC105754.1;LC105901.1;LC105962.1;LC105796.1;LC105794.1;LC105747.1;LC105816.1;LC105934.1;LC105894.1;LC105707.1;LC105915.1;LC105815.1;LC105964.1;LC105918.1;LC105982.1;LC105800.1;LC105821.1;LC105874.1
forward_12S_Oct2019_1611	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Clupeidae;genus:Sardinops;species:Sardinops sagax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:98.0;species:98.0;	LC385054.1;LC069399.1;LC069398.1;LC069396.1;LC069397.1;LC091577.1;AB032554.1;LC500738.1;LC091585.1;LC020933.1;MG570463.1;MG570462.1;NC_037016.1;NC_037017.1;LC105798.1;MG570434.1;LC091584.1;MG570440.1;HQ331537.1;MG570422.1;MG570421.1;MG570439.1;MH377780.1;KY769128.1;LC091583.1;AP009132.1;MH377781.1;AP009131.1;LC105784.1;LC105810.1;LC105886.1;LC105853.1;LC105774.1;LC105959.1;LC105711.1;LC105920.1;LC105736.1;LC105831.1;LC105972.1;LC105926.1;LC105937.1;LC105790.1;LC105848.1;LC105775.1;LC105911.1;LC105720.1;LC105725.1;LC105791.1;LC105815.1;LC105796.1;LC105901.1;LC105781.1;LC105702.1;LC105868.1;LC105837.1;LC105978.1;LC105974.1;LC105713.1;LC105965.1;LC105924.1;LC105906.1;LC105878.1;LC105752.1;LC105857.1;LC105918.1;LC105922.1;LC105818.1;LC105724.1;LC105809.1;LC105794.1;LC105847.1;LC105954.1;LC105910.1;LC105767.1;LC105940.1;LC105816.1;LC105883.1;LC105970.1;LC105814.1;LC105854.1;LC105923.1;LC105980.1;LC105907.1;LC105893.1;LC105768.1;LC105822.1;LC105855.1;LC105771.1;LC105851.1;LC105733.1;LC105804.1;LC105939.1;LC105858.1;LC105717.1;LC105743.1;LC105749.1;LC105726.1;LC105947.1;KP013088.1;LC105985.1
forward_12S_Oct2019_1612	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Seriola;species:Seriola lalandi;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:97.5444326536;species:89.4035756754;	LC178311.1;LC178324.1;LC178326.1;LC178308.1;LC178325.1;LC178306.1;LC178309.1;LC178316.1;LC178322.1;LC178307.1;LC178312.1;LC178318.1;LC178320.1;LC178330.1;LC178313.1;LC178317.1;LC178323.1;LC178321.1;LC178315.1;LC178329.1;LC178314.1;LC178319.1;LC178310.1;LC178327.1;LC178328.1;LC178278.1;AB517557.1;AB517559.2;KT591876.1;LC178279.1;LC036999.1;LC178305.1;LC178257.1;KP347126.1;LC178274.1;LC492390.1;LC178238.1;LC178270.1;LC178272.1;LC178225.1;LC178288.1;LC178283.1;LC178296.1;LC178248.1;LC178303.1;LC178226.1;LC178245.1;LC178243.1;LC178297.1;LC178276.1;LC178294.1;AB517556.1;LC178300.1;LC178233.1;LC178227.1;LC178250.1;LC178269.1;LC178284.1;LC178268.1;LC178289.1;MK158068.1;LC178285.1;LC178290.1;LC178263.1;LC178287.1;MH211123.1;LC178259.1;LC178246.1;LC178275.1;LC178291.1;LC178235.1;LC178224.1;LC178252.1;LC104479.1;LC178258.1;LC178253.1;AB938138.1;LC178254.1;LC178280.1;KP733847.1;LC178292.1;LC178264.1;AB972178.1;LC178266.1;LC178239.1;LC178256.1;LC499588.1;LC178228.1;MK158067.1;LC492389.1;LC178293.1;LC178255.1;LC178247.1;LC178234.1;AB969928.1;LC421689.1;AB517558.1;AB972179.1;MH248250.1;FJ792626.1
forward_12S_Oct2019_1613	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Seriola;species:Seriola lalandi;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:82.3467532468;species:31.2454545455;	AB517558.1;MK158068.1;AB969928.1;MH211123.1;LC499588.1;LC421689.1;KP733847.1;AB972179.1;AB938138.1;AB517559.2;KP347126.1;AB972178.1;KT591876.1;LC036999.1;MK158067.1;LC492389.1;AB517556.1;LC492390.1;LC104479.1;LC178330.1;LC178320.1;LC178317.1;LC178329.1;LC178312.1;LC178322.1;LC178307.1;LC178321.1;LC178327.1;LC178316.1;LC178310.1;LC178318.1;LC178311.1;LC178306.1;LC178319.1;LC178314.1;LC178308.1;LC178324.1;LC178326.1;LC178328.1;LC178325.1;LC178323.1;LC178309.1;LC178313.1;LC178315.1;LC178274.1;LC178227.1;LC178279.1;LC178264.1;LC178224.1;LC178245.1;LC178268.1;LC178298.1;LC178241.1;LC178270.1;LC178266.1;LC178237.1;LC178286.1;LC178249.1;LC178292.1;LC178225.1;LC178230.1;LC178267.1;LC178288.1;LC178296.1;LC178231.1;LC178291.1;LC178281.1;LC178293.1;LC178239.1;LC178256.1;LC178232.1;LC178255.1;LC178265.1;LC178258.1;LC178244.1;LC178243.1;LC178246.1;LC178253.1;LC178259.1;LC178294.1;LC178250.1;LC178278.1;LC178302.1;LC178228.1;LC178236.1;LC178300.1;LC178305.1;LC178275.1;LC178238.1;LC178229.1;LC178289.1;LC178285.1;LC178276.1;LC178242.1;LC178299.1;LC178248.1;LC178260.1;LC178301.1;LC178247.1;LC178251.1
forward_12S_Oct2019_1614	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Seriola;species:Seriola lalandi;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC178308.1;LC178327.1;LC178321.1;LC178317.1;LC178324.1;LC178323.1;LC178325.1;LC178316.1;LC178309.1;LC178319.1;LC178322.1;LC178306.1;LC178312.1;LC178313.1;LC178315.1;LC178320.1;LC178326.1;LC178314.1;LC178330.1;LC178328.1;LC178311.1;LC178318.1;LC178329.1;LC178310.1;LC178307.1;AB517557.1;LC178277.1;LC178227.1;LC178267.1;LC178273.1;LC178265.1;LC178287.1;LC178297.1;LC178252.1;LC178289.1;LC178285.1;LC178299.1;LC178231.1;LC178256.1;LC178303.1;LC178249.1;LC178232.1;LC178246.1;LC499588.1;LC178242.1;LC178257.1;LC178226.1;LC178272.1;LC178245.1;LC178291.1;LC178290.1;LC178298.1;LC178281.1;LC178260.1;LC178283.1;LC178302.1;LC178238.1;LC178279.1;LC178233.1;LC178268.1;MK158068.1;LC178271.1;LC178259.1;LC178229.1;LC178276.1;LC178253.1;LC178269.1;LC178293.1;LC178258.1;LC178255.1;LC178262.1;LC178292.1;LC178282.1;LC178264.1;MH211123.1;LC178263.1;LC178294.1;LC178270.1;LC178266.1;LC178224.1;LC178296.1;LC178236.1;LC178250.1;LC178300.1;LC178243.1;LC178288.1;LC178240.1;LC178235.1;LC178284.1;LC178244.1;LC178241.1;LC178228.1;LC178295.1;LC178230.1;LC178304.1;LC178286.1;LC178225.1;LC178305.1;LC178275.1;LC178278.1
forward_12S_Oct2019_1615	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Seriola;species:Seriola lalandi;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:97.6237590249;species:89.5581494647;	AB972178.1;LC492389.1;LC492390.1;LC499588.1;LC104479.1;AB938138.1;KT591876.1;KP733847.1;AB517559.2;MH211123.1;AB517557.1;LC036999.1;AB517556.1;KP347126.1;MK158067.1;MK158068.1;AB517558.1;AB969928.1;LC421689.1;AB972179.1;LC178327.1;LC178321.1;LC178309.1;LC178324.1;LC178319.1;LC178326.1;LC178314.1;LC178328.1;LC178318.1;LC178316.1;LC178322.1;LC178312.1;LC178308.1;LC178315.1;LC178329.1;LC178307.1;LC178313.1;LC178330.1;LC178323.1;LC178306.1;LC178320.1;LC178311.1;LC178310.1;LC178325.1;LC178317.1;MH248250.1;LC178226.1;LC178269.1;LC178296.1;LC178302.1;LC178288.1;LC178248.1;LC178266.1;LC178286.1;LC178245.1;LC178242.1;LC178272.1;LC178275.1;LC178300.1;LC178235.1;LC178262.1;LC178261.1;LC178227.1;LC178277.1;LC178237.1;LC178249.1;LC178276.1;LC178278.1;LC178231.1;LC178253.1;LC178299.1;LC178257.1;LC178246.1;LC178236.1;LC178271.1;LC178243.1;LC178279.1;LC178239.1;LC178260.1;LC178225.1;LC178240.1;LC178274.1;LC178254.1;LC178285.1;LC178252.1;LC178273.1;LC178264.1;LC178303.1;LC178228.1;LC178229.1;LC178283.1;LC178282.1;LC178295.1;LC178294.1;LC178280.1;LC178258.1;LC178247.1;LC178251.1;FJ792626.1;LC069655.1
forward_12S_Oct2019_1616	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Seriola;species:Seriola lalandi;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:85.335274328;species:49.6681096474;	MK158067.1;AB517557.1;LC104479.1;AB517556.1;MH211123.1;LC036999.1;MK158068.1;KP347126.1;AB938138.1;KT591876.1;AB972178.1;KP733847.1;AB517559.2;LC492389.1;LC499588.1;LC492390.1;AB517558.1;LC421689.1;AB969928.1;AB972179.1;MH248250.1;LC178313.1;LC178323.1;LC178306.1;LC178317.1;LC178329.1;LC178308.1;LC178312.1;LC178330.1;LC178307.1;LC178325.1;LC178315.1;LC178321.1;LC178314.1;LC178326.1;LC178324.1;LC178319.1;LC178320.1;LC178316.1;LC178309.1;LC178318.1;LC178328.1;LC178310.1;LC178311.1;LC178322.1;LC178327.1;LC178227.1;LC178266.1;LC178304.1;LC178263.1;LC178252.1;LC178300.1;LC178239.1;LC178238.1;LC178270.1;LC178259.1;LC178224.1;LC178246.1;LC178269.1;LC178287.1;LC178273.1;LC178231.1;LC178228.1;LC178240.1;LC178261.1;LC178254.1;LC178293.1;LC178305.1;LC178288.1;LC178298.1;LC178299.1;LC178282.1;LC178280.1;LC178257.1;LC178271.1;LC178255.1;LC178276.1;LC178292.1;LC178260.1;LC178226.1;LC178258.1;LC178286.1;LC178301.1;LC178244.1;LC178245.1;LC178294.1;LC178302.1;LC178233.1;LC178253.1;LC178284.1;LC178281.1;LC178275.1;LC178272.1;LC178241.1;LC178274.1;LC178248.1;LC178234.1;FJ792626.1;KR150865.1;LC104637.1
forward_12S_Oct2019_1617	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Seriola;species:Seriola lalandi;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:81.4428571429;species:39.0714285714;	LC492389.1;LC036999.1;MK158068.1;MK158067.1;AB517556.1;LC499588.1;AB517557.1;LC492390.1;AB938138.1;KT591876.1;AB517559.2;LC421689.1;KP733847.1;AB969928.1;AB517558.1;AB972178.1;LC104479.1;KP347126.1;AB972179.1;LC178326.1;LC178319.1;LC178313.1;LC178318.1;LC178317.1;LC178324.1;LC178322.1;LC178329.1;LC178316.1;LC178309.1;LC178323.1;LC178321.1;LC178311.1;LC178328.1;LC178315.1;LC178314.1;LC178306.1;LC178320.1;LC178310.1;LC178330.1;LC178325.1;LC178312.1;LC178307.1;LC178308.1;LC178327.1;MH248250.1;LC178288.1;LC178261.1;LC178254.1;LC178260.1;LC178284.1;LC178301.1;LC178239.1;LC178269.1;LC178298.1;LC178229.1;LC178253.1;LC178257.1;LC178249.1;LC178295.1;LC178224.1;LC178267.1;LC178305.1;LC178272.1;LC178289.1;LC178278.1;LC178264.1;LC178277.1;LC178276.1;LC178296.1;LC178262.1;LC178292.1;LC178252.1;LC178244.1;LC178225.1;LC178236.1;LC178281.1;LC178256.1;LC178279.1;LC178283.1;LC178273.1;LC178232.1;LC178270.1;LC178233.1;LC178291.1;LC178255.1;LC178230.1;LC178231.1;LC178250.1;LC178285.1;LC178246.1;LC178304.1;LC178238.1;LC178299.1;LC178243.1;LC178268.1;LC178259.1;LC178234.1;LC178251.1;FJ792626.1;FJ616326.1
forward_12S_Oct2019_1618	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Seriola;species:Seriola lalandi;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:83.6583554438;species:36.3280244845;	AB517557.1;LC499588.1;AB517558.1;AB517556.1;AB969928.1;LC421689.1;LC492390.1;MK158067.1;LC036999.1;LC492389.1;KP347126.1;AB517559.2;LC104479.1;KP733847.1;KT591876.1;AB938138.1;AB972178.1;AB972179.1;LC178322.1;LC178325.1;LC178313.1;LC178315.1;LC178310.1;LC178320.1;LC178311.1;LC178308.1;LC178328.1;LC178307.1;LC178327.1;LC178309.1;LC178316.1;LC178326.1;LC178306.1;LC178330.1;LC178329.1;LC178321.1;LC178323.1;LC178319.1;LC178312.1;LC178314.1;LC178317.1;LC178318.1;LC178324.1;LC178301.1;LC178280.1;LC178283.1;LC178252.1;LC178242.1;LC178266.1;LC178275.1;LC178257.1;LC178277.1;LC178265.1;LC178281.1;LC178278.1;LC178304.1;LC178259.1;LC178240.1;LC178229.1;LC178297.1;LC178260.1;LC178276.1;LC178230.1;LC178226.1;LC178290.1;LC178231.1;LC178305.1;LC178269.1;LC178289.1;LC178299.1;LC178233.1;LC178227.1;LC178270.1;LC178262.1;LC178239.1;LC178279.1;LC178236.1;LC178285.1;LC178274.1;LC178286.1;LC178298.1;LC178225.1;LC178232.1;LC178268.1;LC178245.1;LC178256.1;LC178303.1;LC178267.1;LC178287.1;LC178253.1;LC178246.1;LC178248.1;LC178272.1;LC178263.1;LC178255.1;LC178273.1;LC178258.1;LC178228.1;LC178247.1;KR150865.1
forward_12S_Oct2019_1619	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Seriola;species:Seriola lalandi;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:89.1837301587;species:64.9461760462;	MH211123.1;AB517557.1;MK158068.1;LC499588.1;AB969928.1;MK158067.1;LC492389.1;LC492390.1;LC421689.1;LC036999.1;AB517556.1;AB517558.1;KT591876.1;AB972178.1;AB938138.1;LC104479.1;AB517559.2;KP347126.1;KP733847.1;AB972179.1;MH248250.1;LC178322.1;LC178321.1;LC178306.1;LC178319.1;LC178318.1;LC178327.1;LC178320.1;LC178316.1;LC178324.1;LC178310.1;LC178312.1;LC178323.1;LC178325.1;LC178330.1;LC178315.1;LC178317.1;LC178307.1;LC178309.1;LC178326.1;LC178313.1;LC178314.1;LC178308.1;LC178329.1;LC178328.1;LC178311.1;LC178258.1;LC178227.1;LC178297.1;LC178272.1;LC178285.1;LC178291.1;LC178235.1;LC178257.1;LC178296.1;LC178274.1;LC178225.1;LC178228.1;LC178237.1;LC178289.1;LC178250.1;LC178252.1;LC178244.1;LC178293.1;LC178249.1;LC178265.1;LC178254.1;LC178268.1;LC178290.1;LC178304.1;LC178305.1;LC178283.1;LC178271.1;LC178281.1;LC178294.1;LC178302.1;LC178259.1;LC178256.1;LC178241.1;LC178229.1;LC178238.1;LC178242.1;LC178253.1;LC178279.1;LC178298.1;LC178263.1;LC178278.1;LC178224.1;LC178282.1;LC178240.1;LC178303.1;LC178245.1;LC178277.1;LC178284.1;LC178248.1;LC178247.1;LC178234.1;FJ792626.1;KR150865.1;FJ616313.1
