fishcard_seq_number	c19_fishcard_LSC.B.1.S22.L001	c19_fishcard_PP.B.1.S4.L001	c19_fishcard_PedRF.B.1.S13.L001	taxonomy	taxonomy_confidence	accessions
forward_c19_fishcard_1793	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Pleuronectidae;genus:Pleuronichthys;species:Pleuronichthys decurrens;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:96.8333333333;	FISHCARD_miu_339.1;LC145935.1;FISHCARD_miu_341.1;FISHCARD_miu_092.1;AF488487.1;KY038655.1;LC069802.1;LC278037.1;AB972097.1;JQ639071.1;FISHCARD_miu_693.1;FISHCARD_miu_698.1;FISHCARD_miu_340.1
forward_c19_fishcard_1794	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Pleuronectidae;genus:Pleuronichthys;species:Pleuronichthys decurrens;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:96.1666666667;	FISHCARD_miu_339.1;LC145935.1;FISHCARD_miu_341.1;FISHCARD_miu_092.1;AB972097.1;LC278037.1;JQ639071.1;KY038655.1;LC069802.1;AF488487.1;FISHCARD_miu_693.1
forward_c19_fishcard_1795	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pempheriformes;family:Polyprionidae;genus:Stereolepis;species:Stereolepis gigas;	superkingdom:100.0;phylum:100.0;class:100.0;order:96.8;family:96.8;genus:96.8;species:96.4;	FISHCARD_miu_343.1;DQ336169.1;KT373795.1;AB974539.1;KT345965.1;LC049667.1;AB974541.1;MF966978.1;MF966982.1;MF966980.1;AP009171.1;LC037083.1;AP014538.1;MF966979.1;MF966985.1;LC499190.1;MF966984.1;MF966981.1
forward_c19_fishcard_1796	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
merged_c19_fishcard_1	7310	27791	18715	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:97.3;	FISHCARD_miu_365.1;FISHCARD_miu_692.1;FISHCARD_miu_686.1;FISHCARD_miu_364.1;FISHCARD_miu_676.1;FISHCARD_miu_683.1;FISHCARD_miu_699.1;FISHCARD_miu_678.1;FISHCARD_miu_580.1;FISHCARD_miu_688.1;FISHCARD_miu_366.1;FISHCARD_miu_695.1
merged_c19_fishcard_2	16111	8783	4698	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_291.1;KC136408.1;AP011062.1;LC037028.1;KC136478.1;KC136375.1;KC136402.1;KC136404.1;KC136422.1;KC136573.1;KC136543.1;KC136540.1;KC136452.1;KC136398.1;KC136474.1;KC136505.1;KC136418.1;KC136568.1;KC136362.1;KC136544.1;KC136377.1;KC136516.1;KC136499.1;LC037025.1;KC136428.1;KC136500.1;LC037027.1;KC136525.1;KC136545.1;KC136520.1;KC136512.1;KC136365.1;LC037026.1;KC136406.1;KC136504.1;KC136470.1;KC136380.1;KC136493.1;KC136441.1;KC136542.1;KC136450.1;KC136368.1;KC136413.1;KC136508.1;KC136444.1;KC136427.1;KC136463.1;KC136529.1;KC136376.1;KC136565.1;KC136507.1;KC136491.1;KC136461.1;AB972197.1;KC136535.1;KC136538.1;KC136479.1;KC136572.1;AY279561.1;KC136481.1;KC136487.1;KC136492.1;KC136421.1;KC136454.1;KC136399.1;KC136514.1;KC136559.1;KC136409.1;LC037024.1;KC136574.1;KC136524.1;KC136554.1;KC136383.1;KC136445.1;KC136390.1;KC136426.1;KC136548.1;KC136541.1;EF616895.1;KC136447.1;KC136384.1;KC136417.1;KC136473.1;KC136533.1;KC136366.1;KC136509.1;KC136387.1;KC136558.1;KC136372.1;KC136497.1;AP014538.1;KC136476.1;KC136466.1;KC136374.1;KC136556.1;KC136363.1;KC136379.1;KC136439.1;KC136430.1;KC136364.1
merged_c19_fishcard_3	12870	6292	6255	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:86.6666666667;species:86.6666666667;	FISHCARD_miu_292.1;FISHCARD_miu_165.1;AY279632.1;KY815300.1;KY421797.1;AJ810137.1;LC146271.1;AY279611.1;LC104651.1;AJ810136.1;KY815304.1;LC499368.1;AB974580.1;AY279589.1;AY279628.1;KY815292.1;AY279635.1;AB972165.1;LC037152.1;LC021281.1;AY279590.1
merged_c19_fishcard_4	0	17890	4446	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella nigricans;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:81.5666666667;	FISHCARD_miu_289.1;KC136553.1;KC136546.1;KC136536.1;KC136395.1;KC136577.1;KC136370.1;AB236128.1;AB214535.1;LC021271.1;AB236130.1;AB236129.1;LC385204.1;AB233478.1;LC037029.1;LC278154.1;LC492400.1;KC136555.1;AB233476.1;AB208649.1;AB233475.1;AB233477.1;LC278022.1;LC278153.1;LC037030.1;KC136477.1;LC492401.1;AB233485.1;AB233484.1;AB972232.1;AB233481.1;LC421696.1;AB233488.1;LC458160.1;AB208648.1;AP011060.1;AB233479.1;AB233489.1;AB233482.1;AB233491.1;AB233483.1;AB233486.1;AB233480.1;AB233490.1;AB233487.1
merged_c19_fishcard_5	9623	1269	8185	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1;LC037056.1
merged_c19_fishcard_6	13729	1614	3173	not_found		
merged_c19_fishcard_7	8642	1837	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:97.2;family:97.2;genus:97.2;species:97.2;	LC091576.1;FISHCARD_miu_020.1;NC_041097.1;LC091575.1;FISHCARD_miu_660.1;FISHCARD_miu_267.1;LC499587.1;LC468861.1;LC385201.1;AF417342.1;AB040676.1;KF765500.2;AP017957.1;LC468860.1;LC020920.1;FISHCARD_miu_268.1;AP009137.1;LC340033.1;AP011557.1
merged_c19_fishcard_8	0	0	9607	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:73.3333333333;	FISHCARD_miu_328.1;FISHCARD_miu_330.1;LC145943.1;AF488499.1;FISHCARD_miu_329.1;LC092080.1;LC049675.1;AF488502.1
merged_c19_fishcard_9	6164	0	3392	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pempheriformes;family:Polyprionidae;genus:Stereolepis;species:Stereolepis gigas;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_343.1;DQ336169.1;AB974539.1;KT373795.1;LC049667.1;MF966982.1;AB974541.1;MF966978.1;MF966980.1;KT345965.1;MF966981.1;MF966979.1;MF966984.1;LC208773.1;LC036779.1;MF966985.1;LC036780.1;LC006297.3;LC500739.1;KC136476.1;KC136466.1;EF616891.1;MF966983.1;LC021264.1;KR075132.1;AB739063.1;AB128866.1;FISHCARD_miu_333.1;AB128867.1;AB741956.1;AB128869.1;AB974643.1;AB128868.1;AP014538.1;KY660677.1;AB974645.1;LC055190.1;LC146227.1;KJ907732.1;KY815235.1;AB128871.1;AB128870.1;AB734122.1;AP017435.1;LC021164.1;KJ960194.1;JF972568.1;AP014536.1;KC567664.1;KF815977.1;KF746198.1;AP005994.1;LC104595.1;KM370980.1;KJ644783.1;AB974575.1;KC136482.1;JN378751.1;LC458154.1;DQ536425.1;LC458155.1;KJ644781.1;AB972192.1;LC340273.1;MG255108.1;MG255114.1
merged_c19_fishcard_10	6954	444	1776	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Pomacentridae;genus:Chromis;species:Chromis punctipinnis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FJ616322.1;FISHCARD_miu_347.1;FJ616317.1;JQ707030.1;FISHCARD_miu_346.1;JQ707036.1;LC474195.1;AB969956.1;FJ616320.1;FJ616290.1;FJ616328.1;LC474196.1;LC104634.1;JN935809.1;LC069664.1;LC499559.1;LC340187.1;LC104618.1;AF285921.1;FJ616313.1;FJ616326.1;AP006016.1;FJ616295.1;KF374999.1;LC500710.1;FJ616293.1;AB969957.1;AB974585.1;JQ707032.1;LC069650.1;LC499560.1;AF285920.1;AY279570.1;LC069665.1;AB969974.1;FJ616327.1;LC104613.1;LC421703.1;LC069660.1;LC499303.1;LC104614.1;NC_041192.1;JQ707028.1;MK100717.1;FJ616296.1;LC021279.1;LC458258.1;JQ707034.1;FJ616298.1;FJ616289.1;LC104616.1;AF285926.1;FJ616314.1;LC091980.1;LC069651.1;FJ616321.1;FJ616316.1;JN935818.1;FJ616294.1;LC146253.1;LC146252.1;MH248164.1;FJ616292.1;LC499305.1;FJ616311.1;FJ616297.1;AY098623.1;FISHCARD_miu_345.1;FJ616318.1;JQ707035.1;LC104619.1;FJ616319.1;FJ616315.1;JQ707031.1;LC385286.1;LC104637.1;KU531434.1;NC_031181.1;LC069597.1;LC091970.1;KX631426.1;JN628854.1;KT277287.1;KU140665.1;KT166981.1;KX595333.1;JN628852.1;JN628861.1;JN628858.1;HE961974.1;KT221043.1;KT943516.1;FJ616340.1;NC_037019.1;MG603675.1;MG603674.1;KM658974.1;NC_037020.1;AY597335.1;FJ616350.1
merged_c19_fishcard_11	875	2503	4097	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_293.1;AY279644.1;EU601226.1;LC499589.1;AB974611.1;LC499309.1;KY815247.1;LC340201.1
merged_c19_fishcard_12	5283	672	1181	not_found		
merged_c19_fishcard_13	3532	2730	626	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Trachurus;species:Trachurus symmetricus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:92.0310606061;	FISHCARD_miu_036.1;LC091962.1;LC091961.1;LC499276.1;LC385180.1;AP003091.1;AB972182.1;LC277958.1;AB096005.1;AP003092.1;AB108498.1;MH377811.1;LC277951.1;KF841444.1;FISHCARD_miu_577.1;LC036993.1;KM986880.1;LC037001.1;LC036995.1;AB969924.1;MH248170.1;AB969992.1;AB938141.1;AB969927.1;AB969995.1;AB974543.1;MH248171.1;LC277964.1;LC277950.1;KJ174514.1;LC500720.1;AB938140.1;LC036996.1;FISHCARD_miu_578.1;LC492375.1;AB969955.1;LC277956.1;LC277960.1;LC277967.1;KJ004518.1;LC277962.1;AB969926.1;LC036988.1;LC277961.1;MH377815.1;MH377814.1;LC036987.1;LC037009.1;KT819204.1;FISHCARD_miu_239.1;KJ192332.1;AB969925.1;AB972223.1;KM522836.1;LC277953.1;LC458354.1;KM978993.1;AB969991.1;MH248172.1;AB969997.1;KF649843.1;LC458246.1;KM201334.1;LC458355.1;FISHCARD_miu_549.1;KP710215.1;AB969990.1;LC036998.1;FISHCARD_miu_139.1;AB969994.1;LC277966.1;AB974544.1;LC277963.1;MH248247.1;LC492388.1;LC492377.1;LC492378.1;LC492374.1;LC492387.1;LC036994.1;LC492386.1;MG729394.1;MH248223.1;LC492382.1;LC277970.1;FISHCARD_miu_238.1;LC036991.1;LC037005.1;LC277968.1;AP004444.1;FJ792629.1;MH248181.1;LC037003.1;KM522839.1;LC036992.1;KP408222.1;NC_037049.1;AB938142.1;LC277946.1;LC277949.1
merged_c19_fishcard_14	2721	750	688	not_found		
merged_c19_fishcard_15	0	0	3656	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Seriola;species:Seriola lalandi;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.7142857143;species:96.2142857143;	FISHCARD_miu_240.1;MH211123.1;MK158068.1;LC499588.1;AB517557.1;AB517558.1;LC421689.1;AB969928.1;LC036999.1;KT591876.1;KP733847.1;KP347126.1;AB517559.2;AB938138.1;FISHCARD_miu_573.1;AB972178.1;FISHCARD_miu_579.1;AB972179.1;LC492389.1;AB517556.1;MK158067.1;LC492390.1;LC104479.1;MH248250.1;FJ792626.1;KR150876.1;FJ616326.1;LC104618.1;KR150865.1
merged_c19_fishcard_16	2527	423	533	not_found		
merged_c19_fishcard_17	939	293	2135	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Embiotocidae;genus:Rhacochilus;species:Rhacochilus vacca;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:74.6932539683;species:73.1642857143;	AY279572.1;LC091972.1;LC091971.1;FISHCARD_miu_043.1;FISHCARD_miu_406.1;FISHCARD_miu_163.1;FISHCARD_miu_266.1;FISHCARD_miu_685.1;FISHCARD_miu_044.1;LC091975.1;FISHCARD_miu_264.1;FISHCARD_miu_164.1;LC091976.1;FISHCARD_miu_189.1;AY279573.1;KU530212.1;AF285918.1;FISHCARD_miu_701.1;FISHCARD_miu_141.1;FJ616394.1;AP009128.1;LC104608.1;FISHCARD_miu_265.1;LC091978.1;FISHCARD_miu_263.1;FISHCARD_miu_142.1;LC091977.1;LC091974.1;LC091973.1;AP009129.1;FISHCARD_miu_160.1;FISHCARD_miu_046.1;AB969917.1;JN125224.1;JN125222.1;FISHCARD_miu_161.1;FISHCARD_miu_162.1;AY279571.1;JN125227.1;JN125226.1;JN125223.1;AB969916.1;JN125225.1
merged_c19_fishcard_18	0	0	3350	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:98.1666666667;	FISHCARD_miu_328.1;LC145943.1;FISHCARD_miu_330.1;AF488499.1;FISHCARD_miu_329.1;LC049675.1;LC092080.1;AF488502.1
merged_c19_fishcard_19	3134	178	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Blenniiformes;family:Chaenopsidae;genus:Chaenopsis;species:Chaenopsis alepidota;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_241.1
merged_c19_fishcard_20	2864	0	0	not_found		
merged_c19_fishcard_21	0	727	1793	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Atheriniformes;family:Atherinopsidae;genus:Atherinops;species:Atherinops affinis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:81.1428571429;species:81.1428571429;	FISHCARD_miu_202.1;NC_044649.1;FISHCARD_miu_035.1;MN181432.1;KF791036.1;GQ352652.1;GQ352654.1;GQ352653.1;GQ352655.1;GQ352656.1;AB370894.1;GQ352659.1;GQ352658.1;GQ352657.1;GQ352651.1
merged_c19_fishcard_22	1245	257	1014	not_found		
merged_c19_fishcard_23	352	2059	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Embiotocidae;genus:Embiotoca;species:Embiotoca jacksoni;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:93.3;species:92.8714285714;	AY279573.1;AF285918.1;KU530212.1;FISHCARD_miu_189.1;FISHCARD_miu_701.1;FISHCARD_miu_163.1;FISHCARD_miu_044.1;FISHCARD_miu_685.1;FISHCARD_miu_264.1;LC091971.1;LC091972.1;LC091976.1;LC091975.1;FISHCARD_miu_043.1;AY279572.1;FISHCARD_miu_406.1;FISHCARD_miu_266.1;FISHCARD_miu_164.1;FISHCARD_miu_141.1;JN125222.1;FISHCARD_miu_263.1;JN125224.1;LC091973.1;LC091974.1;FISHCARD_miu_265.1;LC104608.1;AP009128.1;LC091977.1;FISHCARD_miu_142.1;FJ616394.1;LC091978.1;AP009129.1;JN125227.1;FISHCARD_miu_046.1;AB969917.1;FISHCARD_miu_160.1;JN125226.1;JN125223.1;FISHCARD_miu_162.1;FISHCARD_miu_161.1;AB969916.1;AY279571.1;JN125225.1
merged_c19_fishcard_24	1578	0	645	not_found		
merged_c19_fishcard_25	0	164	2020	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Clupeidae;genus:Sardinops;species:Sardinops sagax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_581.1;FISHCARD_miu_087.1;LC020933.1;LC069397.1;LC091585.1;LC069396.1;AB032554.1;LC385054.1;LC069399.1;LC091577.1;LC069398.1;LC500738.1;NC_037017.1;MG570463.1;NC_037016.1;MG570462.1;MH377780.1;MG570439.1;LC091584.1;MG570440.1;MH377781.1;MG570422.1;FISHCARD_miu_445.1;LC091583.1;MG570434.1;AP009132.1;HQ331537.1;MG570421.1;KY769128.1;AP009131.1;KP013088.1
merged_c19_fishcard_26	0	0	2046	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Blenniiformes;family:Gobiesocidae;genus:Gobiesox;species:Gobiesox rhessodon;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_037.1;FISHCARD_miu_582.1;LC092040.1;LC092039.1;LC092038.1;FISHCARD_miu_005.1
merged_c19_fishcard_27	1367	0	677	not_found		
merged_c19_fishcard_28	1227	160	445	not_found		
merged_c19_fishcard_29	1383	32	340	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Malacanthidae;genus:Caulolatilus;species:Caulolatilus princeps;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_301.1;FISHCARD_miu_083.1
merged_c19_fishcard_30	0	0	1630	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Clupeidae;genus:Sardinops;species:Sardinops sagax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC069398.1;LC091585.1;AB032554.1;LC091577.1;LC069399.1;LC500738.1;LC385054.1;LC020933.1;LC069396.1;LC069397.1;FISHCARD_miu_087.1;FISHCARD_miu_581.1;MG570462.1;NC_037017.1;MG570463.1;NC_037016.1;AP009132.1;LC091584.1;MG570439.1;KY769128.1;HQ331537.1;MG570421.1;FISHCARD_miu_445.1;LC091583.1;MG570434.1;MH377781.1;MG570422.1;AP009131.1;MH377780.1;MG570440.1;KP013088.1
merged_c19_fishcard_31	1097	0	450	not_found		
merged_c19_fishcard_32	1515	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:99.0;	FISHCARD_miu_011.1;LC037056.1
merged_c19_fishcard_33	1478	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella nigricans;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:83.9666666667;	FISHCARD_miu_289.1;KC136553.1;KC136546.1;KC136395.1;KC136577.1;AB214535.1;LC021271.1;AB236129.1;KC136536.1;KC136370.1;AB236130.1;AB236128.1;KC136555.1;LC278153.1;LC385204.1;LC278154.1;LC037029.1;LC492400.1;AB233476.1;LC037030.1;AB208649.1;AB233478.1;AB233477.1;AB233475.1;LC278022.1;AB233482.1;AB233481.1;AB233489.1;AB208648.1;AB233483.1;AB972232.1;AB233488.1;LC492401.1;AB233484.1;AB233491.1;AB233479.1;LC458160.1;AB233485.1;LC421696.1;KC136477.1;AP011060.1;AB233480.1;AB233486.1;AB233490.1;AB233487.1
merged_c19_fishcard_34	1030	0	377	not_found		
merged_c19_fishcard_35	0	0	1319	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Anguilliformes;family:Muraenidae;genus:Gymnothorax;species:Gymnothorax mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_655.1;EU921696.1;EU921698.1;JX242917.1
merged_c19_fishcard_36	1310	0	0	not_found		
merged_c19_fishcard_37	1284	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Anguilliformes;family:Muraenidae;genus:Gymnothorax;species:Gymnothorax mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_655.1;EU921696.1;EU921698.1;JX242917.1;JX242931.1;LC020889.1
merged_c19_fishcard_38	0	134	1140	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sciaenidae;genus:Argyrosomus;species:Argyrosomus japonicus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:34.5095238095;species:25.8821428571;	KU738606.1;LC036877.1;JQ728563.1;KT184692.1;KM257863.1;KX364159.1;JX232404.1;MH377810.1;MH377820.1;MG599474.1;LC036869.1;FISHCARD_miu_352.1;KX686088.1;JN857362.1;HM447239.1;JQ286004.1;AB972205.1;LC036876.1;HM447240.1;KX686087.1;KX686089.1;KX686090.1;FJ618559.1;HM219223.1;GU586227.1;LC036875.1;AP006002.1;LC340172.1;JN678726.1;EU339149.1;FISHCARD_miu_354.1;FJ595214.1;AF191147.1;LC036870.1;FISHCARD_miu_077.1;LC091966.1;LC091965.1;FISHCARD_miu_684.1;FISHCARD_miu_690.1;FISHCARD_miu_691.1;FISHCARD_miu_694.1;FISHCARD_miu_355.1;FISHCARD_miu_681.1;KX576460.1;NC_044717.1;MN251863.1;LC499557.1;AB972206.1
merged_c19_fishcard_39	933	123	209	not_found		
merged_c19_fishcard_40	806	0	393	not_found		
merged_c19_fishcard_41	413	113	601	not_found		
merged_c19_fishcard_42	670	0	430	not_found		
merged_c19_fishcard_43	798	104	189	not_found		
merged_c19_fishcard_44	700	144	161	not_found		
merged_c19_fishcard_45	999	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Tetraodontiformes;family:Balistidae;genus:Balistes;species:Balistes polylepis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:66.9333333333;species:66.1333333333;	KT600939.1;KT600966.1;AY700239.1;AY700240.1;KT600941.1;KT600938.1;AY700238.1;AP009204.1;KT600940.1;EU108801.1;LC499578.1;KT600929.1;MG515171.1;AP009202.1;AY700248.1;LC278277.1;EU108802.1;KT600965.1;LC037088.1;LC037090.1;AP009203.1;KU985150.1;AY700244.1;LC146329.1;KT600937.1;KT600947.1;AY700242.1;KT600951.1;KT600950.1;AP009206.1;GU014464.1
merged_c19_fishcard_46	0	0	995	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Cottidae;genus:Ruscarius;species:Ruscarius creaseri;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_389.1;FISHCARD_miu_249.1;FISHCARD_miu_473.1;LC091918.1;FISHCARD_miu_253.1;KM057965.1;LC091917.1;LC091919.1
merged_c19_fishcard_47	0	0	938	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:83.0;species:83.0;	FISHCARD_miu_292.1;FISHCARD_miu_165.1;AY279632.1;KY815300.1;AJ810137.1;LC146271.1;AY279611.1;KY421797.1;LC104651.1;AJ810136.1;KY815304.1;KY815292.1;AY279628.1;LC499368.1;AY279589.1;AB974580.1
merged_c19_fishcard_48	0	855	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Blenniiformes;family:Clinidae;genus:Heterostichus;species:Heterostichus rostratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_244.1;FISHCARD_miu_517.1;FISHCARD_miu_243.1;FISHCARD_miu_190.1
merged_c19_fishcard_49	689	155	0	not_found		
merged_c19_fishcard_50	537	90	142	not_found		
merged_c19_fishcard_51	0	0	723	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Blenniiformes;family:Clinidae;genus:Gibbonsia;species:Gibbonsia elegans;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:50.0;	FISHCARD_miu_243.1;FISHCARD_miu_190.1;FISHCARD_miu_517.1;FISHCARD_miu_244.1
merged_c19_fishcard_52	570	0	128	not_found		
merged_c19_fishcard_53	695	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Pomacentridae;genus:Hypsypops;species:Hypsypops rubicundus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FJ616348.1;FJ616291.1;FJ616383.1
merged_c19_fishcard_54	668	0	0	not_found		
merged_c19_fishcard_55	457	83	126	not_found		
merged_c19_fishcard_56	412	65	167	not_found		
